,note_24,note_25,note_26,note_27,note_28,note_29,note_30,note_31,note_32,note_33,note_34,note_35,note_36,note_37,note_38,note_39,note_40,note_41,note_42,note_43,note_44,note_45,note_46,note_47,note_48,note_49,note_50,note_51,note_52,note_53,note_54,note_55,note_56,note_57,note_58,note_59,note_60,note_61,note_62,note_63,note_64,note_65,note_66,note_67,note_68,note_69,note_70,note_71,note_72,note_73,note_74,note_75,note_76,note_77,note_78,note_79,note_80,note_81,note_82,note_83,note_84,note_85,note_86,note_87,note_88,note_89,note_90,note_91,note_92,note_93,note_94,note_95,note_96,note_97,note_98,note_99,note_100,note_101,note_102,note_103,note_104,note_105,note_106,note_107
family_string_note_24,0.2051495362308641,0.14531559597073476,0.07125288410453903,0.06390942460033223,0.050619290278440636,0.09254035725999714,0.12637594022266793,0.25540453925873235,0.309888862136847,0.328921065548292,0.7792107371235334,3.790738736490118,6.254683815390389,3.45737572417306,0.8923500657939316,0.4947824270700989,0.2966708257742658,0.33120474074021233,1.442864951807965,2.6261153497065597,1.5901376992186431,0.3207543131775279,0.22053225443509542,1.1591934550407041,2.116361776454478,1.1659447261539482,0.21765421972431653,0.5397006077281478,0.8849459078495835,0.45463544792238436,0.3088883697126911,0.5392243770899404,0.33364222060304877,0.3641785400081185,0.4625811047337547,0.2766352474676634,0.27644844864759294,0.2673688937247157,0.38625351890432724,0.2591303713719515,0.24306576424271742,0.20189026956650005,0.17970387379006517,0.15116443300283666,0.14111099845714986,0.14807362823388748,0.1199548137690723,0.09742044317403935,0.08096639625462539,0.07435397993168116,0.05814834105260013,0.05563101892164848,0.045467718551690434,0.038792385676478615,0.039331045911593206,0.040672730281919665,0.03865250882292782,0.03492321651925281,0.031195261570690688,0.03650242596195554,0.03945303137810603,0.031778533013117415,0.02595276964383642,0.022371702187470116,0.027031523031987664,0.02324848694690239,0.01615987734380515,0.01532201544979743,0.012992504643037063,0.01135644590138526,0.012849505285773713,0.010381455044631107,0.006589185337469824,0.005447534919033472,0.00626195053760343,0.0071218992009784736,0.004429514785375028,0.006080369302991113,0.005129989750289198,0.004120699934338876,0.004358447738622022,0.00440816837657791,0.004611540237827646,0.004236727029712453
family_guitar_note_24,2.959642631762829,1.6595202323153266,0.34714504984496153,0.20722307121121566,0.19253157629429427,0.17632775788956337,0.14507311865797598,0.12530965065774677,0.1643631098317965,0.2086496491420741,0.2879261309363493,1.5324938800375112,2.5596623842964576,1.4377756075262564,0.2675302679566947,0.1498278547269897,0.12558595821430868,0.1282340498710848,0.6103620737891494,1.0887684558052906,0.6053204018557329,0.11322133746352907,0.11375759771319234,0.4084081462430196,0.6537716221657827,0.4077114034502163,0.1335816242874994,0.5414104008246516,0.9236467734321555,0.5054098516095104,0.40584976250753924,0.9020979304713812,0.6256939606425658,0.4088256385600925,0.5425419527898677,0.282432847128848,0.2695971078658994,0.17702760682287424,0.25090942613020356,0.19143350767611675,0.19105118468616325,0.1560049334841792,0.12788159465495808,0.1374899281448353,0.10558814008546895,0.08527883717862862,0.11569553417654792,0.13769053717988064,0.17236704544261472,0.1305736082779316,0.08328381033082984,0.09657978014593026,0.09631874456101186,0.09917046834442254,0.10080118159499309,0.09048245605908357,0.07442271943718509,0.05539057557790494,0.05261299552129451,0.05685954279012281,0.06332884359193115,0.0500947205997849,0.04798190183044799,0.06396699985464305,0.08676386708571225,0.08856859394456752,0.09542829077022731,0.11457541814576168,0.06644922188066868,0.035783552220526225,0.03190407037146146,0.03745567589672738,0.04701352809429057,0.048599181464568375,0.03861383053891783,0.02879842949888899,0.023591248064117675,0.020874645511822,0.027128626956582285,0.02066150979737365,0.019620023350633054,0.01875770990561866,0.02099465176855844,0.020291710973037756
family_brass_note_24,0.2285058892398403,0.19414722142736585,0.08682994915009871,0.08397328097536776,0.08172345610245714,0.04675091003307991,0.028951527396460317,0.031670617121861505,0.03659096338106541,0.03776076863198354,0.0518366405045658,0.34068294374527414,0.7128936155503518,0.5998058729981476,0.2563379326531432,0.11005034255696851,0.09144160193976869,0.1022656605560669,0.7372425591772157,1.36774800192126,0.8188276820193009,0.15377834760419953,0.09259498989139912,0.3566459156011759,0.7269130299672123,0.5166391414762747,0.2297309776660226,0.5117450417373114,0.7524941969750601,0.4697237871523865,0.39331686451389225,0.5613295224320517,0.32728738944466557,1.1128783788165522,1.371737828436334,0.8582509041877496,0.8689552723666673,0.6343144019603221,0.7564552261848938,0.5917451356768341,0.6717053326475924,0.5405628438748086,0.6096843834486038,0.4293525885025549,0.3157906356907362,0.2782111449755223,0.30225973305680537,0.31991804479788744,0.3326193533235434,0.29206575520268474,0.2321254039114767,0.2298126597658452,0.21278847516264177,0.20705987050912275,0.17096528372931194,0.14138597890713067,0.12758053271372685,0.10307588697781554,0.08984528556127742,0.07488730904451668,0.06098594580205669,0.05713824082235003,0.05849545240526929,0.0512934118493761,0.041649362717104746,0.03707749151691169,0.032986424366826195,0.026881890916999735,0.024181561550647407,0.021478723669650826,0.016371930007543355,0.012220922419994618,0.009814455007343554,0.007115589883515361,0.005238166536966693,0.0042731523396305985,0.003891577516466758,0.0029606534013914038,0.001980598709408738,0.0022312470164553163,0.0023016588783570935,0.0022520477034802355,0.002254490291286738,0.0018882916903943776
family_string_note_25,0.1251997116305027,0.2401397353579702,0.1726684727953627,0.07630498199652794,0.06287334680728192,0.050345502204429037,0.08686981562528216,0.11812102540132002,0.23153853218898054,0.3019353881490396,0.3802191065529761,0.9864055562583037,3.1291626372980033,4.989117156301055,3.0604239739385366,0.9825898735476594,0.4729220141852237,0.31697843881163174,0.4110807171110757,1.943378380803958,3.2555558559535456,1.9220765372180362,0.336941618563201,0.26578712141291333,0.5891872979006447,0.8851744192228527,0.49706069993904833,0.15190081035605962,0.6025167207547836,1.1296894897426057,0.6301762179383797,0.2789784992547908,0.43974452392296515,0.2937489124278844,0.22046892657490222,0.3212847999531246,0.24872802194645796,0.3043855880918915,0.2897324540947281,0.43656747057840856,0.3051393575979893,0.16657283456731567,0.148924663820284,0.15408042400557867,0.1420369866618807,0.17836141675174788,0.23786437146202774,0.16611622360312794,0.11531717273182468,0.09457222424768778,0.0724641982671137,0.0689971105960878,0.05529312598802388,0.055634599399153696,0.04160035766277229,0.04216026842319509,0.045057278725519345,0.04253582038527363,0.03293668200987777,0.03472928582317487,0.03823255340204402,0.03654813124839542,0.027714269938832376,0.021207007313311568,0.020596681945867914,0.01618734356077789,0.012841224385137406,0.010574234351646374,0.00776310055667808,0.005863182166919941,0.005011518341389262,0.004261292857582707,0.0033191871802919705,0.002955216765529425,0.0022239628040072934,0.0018259810770970737,0.0016857192606592418,0.0014017145915816796,0.0013982364227897086,0.001325250699890557,0.0013374627126996857,0.0013239674522031836,0.0013118523954153173,0.00120403015790324
family_guitar_note_25,2.9102104482905884,4.8089480016576305,2.538725059976435,0.4444131020245862,0.2683428355777219,0.20953637713779583,0.17263627866559828,0.13062024803109032,0.13737923078857492,0.18297059688646897,0.22166718714365616,0.28954945195848825,1.6324351102657397,2.753305670901138,1.5230640950827248,0.26100663405163477,0.1631329336528379,0.1194845127134867,0.12890973253424123,0.8041518851969625,1.4314473768519294,0.7827414722809852,0.14388896982490165,0.11407791871063239,0.4875496774992223,0.8232353123592376,0.47774055970283524,0.11358277597098204,0.5840073272374663,1.0087923070366713,0.5465237458804497,0.43120027157003094,0.9073645622263292,0.6293397069968091,0.46498294468643314,0.6256183452796599,0.34752086646954106,0.337989086990881,0.20922423607418086,0.25020758239666424,0.15396716062292395,0.13584303226360625,0.20510934469003259,0.24206615118169497,0.19470540469266986,0.15827652561873745,0.12281585244840647,0.13015023815982804,0.20140020894268384,0.19038481120868986,0.13930874660828182,0.12196528141878504,0.12853071606460267,0.12492718753583386,0.159974215036738,0.14694890817965242,0.10927288382277646,0.10270359419068596,0.06366730051825388,0.0757631600274248,0.07255433982604834,0.07712360029800872,0.077470681320549,0.08405316525601597,0.09405609065356908,0.09505129483255897,0.1032723978934566,0.11015890555316354,0.12574017805994156,0.07950956699093635,0.05064802384339207,0.049689044192574576,0.04901321691149462,0.05648249730910749,0.05919085339260501,0.04723547145056814,0.04595972775497705,0.03975542623289039,0.03359856247500607,0.03495346563543585,0.030121550834316415,0.028427686810797576,0.027879628732011084,0.02421490009890707
family_brass_note_25,0.12247566116044332,0.19492458738556362,0.16110917890999094,0.07229917041833411,0.06981250667333865,0.06646107565016972,0.04152543802876386,0.02633608610319407,0.029776343130832755,0.03523921234509324,0.03569280795462681,0.05088924464678823,0.337008063691697,0.6880912482916535,0.5704004767754886,0.2495542982307836,0.10259514436981713,0.0864799891668827,0.09950800258712605,0.6694297026398354,1.2065062187924425,0.7137773503597017,0.14095776123121911,0.08697216557400328,0.3414219469868594,0.6839370239690594,0.4812289162862011,0.21032734175132617,0.5080447371215057,0.74832572776445,0.4486011588363837,0.45649762822240664,0.6641585270622437,0.43328966795840373,1.1836018820072647,1.437862684269301,0.6581397578951453,0.8062726455128373,0.6745664868976872,0.7596475455941798,0.6730197399553252,0.723989476545491,0.5897413048322722,0.5462560531361986,0.39349277862255566,0.30409292210453026,0.3025561404200938,0.3286402526781824,0.2676875751231124,0.2832318978842318,0.24304091020573937,0.22300945396859026,0.2080022089240813,0.16687913058251458,0.1598914130403384,0.131665781814071,0.10599211330078577,0.09411874974575642,0.08245573887195039,0.07466218708698834,0.06872784125377197,0.054923700056916824,0.05407395732454314,0.05160080520446358,0.04735540481965205,0.03749143084478347,0.03011651403661307,0.028821364003203606,0.025827050611599903,0.0224506435949091,0.019992513666744965,0.015212400451156299,0.01256085861394657,0.009688461818193675,0.00690163049085514,0.005583591355269282,0.005376228743546468,0.004707980739480942,0.0033850318723510453,0.0027412982646710803,0.002288963653886455,0.001917564407880118,0.0017814323632356335,0.0015262557974585471
family_string_note_26,0.05422565765895342,0.2170785588603794,0.4371018853101807,0.2891577726602349,0.098468634399271,0.07654752734896847,0.05837398234199271,0.10361943688955166,0.13953828566725401,0.2608249322053595,0.3809303853863882,0.6275010264766943,0.8332113494320441,3.0278886908518996,5.520572744375394,3.4247506778184262,1.008099145831288,0.6023749455496611,0.517377372448716,0.5223038825652205,1.2498642916420768,1.9901785981682831,1.1864099066677958,0.2704970405133081,0.22530947873711815,0.5489941527389215,0.9383712589940888,0.5521798304762018,0.1585120255382915,0.5141509104374881,0.8975724895359419,0.49847137977484973,0.26486790893969164,0.5167068220933234,0.3439977532768627,0.24129561473865993,0.3477012302276963,0.30775590611166265,0.5357792888761365,0.4155852639836071,0.45822368286408355,0.3227952223812813,0.1934685293993745,0.27348527800332184,0.3397634415882383,0.22696945687246453,0.23461848288333512,0.25669705531205245,0.1514772164868707,0.1016997445295378,0.09251385965290453,0.10569974409990861,0.0956849700307365,0.09875310861199438,0.08943674816090809,0.05859590376824577,0.043991207642985856,0.0576693745726791,0.05416142663377605,0.06450832174805876,0.0704966911230998,0.06559738254258837,0.05061351856349867,0.03953530915523543,0.03726734656602696,0.03830510621251806,0.03535606511181973,0.024782834754475902,0.014693906903165008,0.01393795908845656,0.0123428559036829,0.010823972641193802,0.011535021818064832,0.008815975524245892,0.005723754433761322,0.004707571117125514,0.005497479980463692,0.005775649037032051,0.004761315996289271,0.005887379418770173,0.004671469182168917,0.005182729310446933,0.0054816614812151915,0.004705899034819938
family_guitar_note_26,0.5401381459080314,1.8008981500016399,2.831931256459146,1.5354758311317074,0.29126328424948494,0.22086762949028413,0.17898123408991826,0.13332754425685908,0.09583627796853873,0.11897397274838244,0.13009144834243078,0.12234417772130805,0.18424873003655654,1.3436146203469714,2.2745965324525894,1.2124258175198153,0.19085728870384477,0.11650308123145799,0.07338509185788532,0.11318010743930638,0.6641817765748594,1.1448374985440064,0.6282464543511825,0.11471732134712324,0.09673406841729258,0.39001413007415725,0.6187645222317033,0.3280414027499979,0.08881197717321164,0.5488775896390724,0.9201543935229894,0.5021292717774964,0.35630340726838866,0.7565489033291731,0.5041624421284003,0.3351365797242758,0.44585231814629056,0.28743993258936124,0.3136960815075617,0.19546166550582386,0.25631606133102236,0.18462819358022411,0.1569136134575666,0.19356762704865058,0.20200158618617647,0.15031477702892607,0.10343838053280018,0.12497523491923786,0.15928982035693132,0.17646531403032187,0.17691356556557572,0.1376758343718034,0.12181202023230085,0.1447333802752487,0.1591628644452249,0.1628805572050025,0.10020008358300414,0.0858988175754483,0.08645624352508918,0.0703304881645911,0.08178735334644811,0.06783838537233441,0.08285820218701231,0.06790436498470163,0.0803767979522798,0.08058286205530042,0.09900876164792394,0.11445834116568497,0.10827267018519204,0.11584796662187392,0.07551307193509248,0.054911484178473476,0.04502114787541681,0.04635476094749272,0.054153833481936225,0.05147739779687636,0.046344993666896095,0.044244044607729356,0.035604242058414046,0.03092105140263467,0.03631971690053012,0.03764638581768303,0.025765042117011194,0.01964326552903321
family_brass_note_26,0.03966862371956323,0.13922268805702118,0.23466641385209722,0.17573514695544412,0.07168291388452606,0.07405184105105898,0.07083868049252418,0.04171324588338838,0.02678035931804988,0.02866296997437967,0.029578580313630833,0.028203827434830107,0.042020887577143666,0.32409566375689386,0.6648276364979565,0.527176122042153,0.22808538503823175,0.0897100932757373,0.08335582427258237,0.09809479235768187,0.5630721940648117,1.0575694088445349,0.6318492024708914,0.12431808110023114,0.07765928801043467,0.34523312053612254,0.6539493364395849,0.4369249167536378,0.1835786801342153,0.5181788706573204,0.7590339653570565,0.44014307180627954,0.43070224104742577,0.6574650077255351,0.4172804790105284,0.947788327502234,1.1317429967821848,0.5738545730551334,0.6982831575387913,0.6152621554979872,0.701331994165128,0.5856351555040391,0.5988570744218938,0.5623828803874972,0.5360423441271621,0.3721111218902558,0.30049331460653117,0.2882530450949289,0.2911310404745328,0.2734889342464146,0.2719725707569168,0.2627796019764171,0.21193242855931801,0.19423097187597785,0.19058481006137185,0.16687988200373297,0.11822579761212655,0.11180837645306618,0.09801439961721299,0.0873147385747815,0.0792131031516362,0.07030860083193806,0.0594235297198509,0.05476924811805659,0.05228294999650704,0.040904853970753455,0.0322941127377964,0.03211811485106516,0.030960968830610638,0.025905195688460284,0.02152294100024606,0.019849232867944544,0.015498742762518551,0.010367659740784805,0.008433894667085355,0.006890461193287387,0.006634780276854366,0.00564906653801512,0.003949357444972106,0.00256669151408128,0.001992177252722974,0.0015435428806061643,0.0014145911630330957,0.001100032645477491
family_string_note_27,0.04082303887332897,0.04282711954162469,0.21182038678350656,0.4330293103768461,0.280758152776852,0.07878429668450417,0.0525724534282416,0.04814897554424518,0.08819281334313166,0.15017939003459937,0.3499712583748682,0.5779637930060725,0.6548836470834253,0.6296920133574723,2.783843458924412,4.998517330726879,2.732112756605229,0.6470468595946233,0.6317497999058256,0.6868756650469326,0.7213998640134681,1.2675725567202465,1.90159359370545,1.1539821990602845,0.29234232307460556,0.2111173319590489,0.549915807053651,1.0067728544480756,0.6058501312104508,0.14941357463225116,0.6858084044800205,1.192435527200487,0.628331071247561,0.22676865715687392,0.36930145838473427,0.2206852346267104,0.3294938282681159,0.4431421252491028,0.35360676175399236,0.4274676982237527,0.30251972114870385,0.36769156835656425,0.2548938891071673,0.20173124057510525,0.22639934897776634,0.23832306190507865,0.20644393058902688,0.15023778499859716,0.1276141693456055,0.12823247184947675,0.120651310267331,0.11929736424826064,0.1348715908475001,0.1277992954525001,0.10069051726590356,0.06253348742550581,0.04667583727522734,0.05157279372972492,0.0522540613935743,0.0508563690333995,0.05928439356899765,0.05627354957803241,0.044626074780214124,0.04243071546867311,0.04188140614645186,0.03896230768849638,0.029669310628708992,0.027028492925592007,0.019352788119144097,0.012464857282038201,0.012058525290336146,0.010690748197185409,0.008476533341103222,0.007926677958190997,0.00761468065420864,0.0054786047552832125,0.0051312970994525356,0.005009991096213685,0.004084688027513887,0.004416727250294123,0.0048627705622052075,0.003600552442861646,0.003446736083140467,0.003791875745481474
